ID,AmE_wordform,BrE_wordform,DE_wordform,EP_wordform,ES_wordform,PoS (all),NLD_orthg_AmE_BrE,NLD_orthg_AmE_DE,NLD_orthg_AmE_EP,NLD_orthg_AmE_ES,NLD_orthg_BrE_DE,NLD_orthg_BrE_EP,NLD_orthg_BrE_ES,NLD_orthg_DE_EP,NLD_orthg_DE_ES,NLD_orthg_EP_ES,NLD_phonoL_AmE_BrE,NLD_phonoL_AmE_DE,NLD_phonoL_AmE_EP,NLD_phonoL_AmE_ES,NLD_phonoL_BrE_DE,NLD_phonoL_BrE_EP,NLD_phonoL_BrE_ES,NLD_phonoL_DE_EP,NLD_phonoL_DE_ES,NLD_phonoL_EP_ES,NLD_phonoG_AmE_BrE,NLD_phonoG_AmE_DE,NLD_phonoG_AmE_EP,NLD_phonoG_AmE_ES,NLD_phonoG_BrE_DE,NLD_phonoG_BrE_EP,NLD_phonoG_BrE_ES,NLD_phonoG_DE_EP,NLD_phonoG_DE_ES,NLD_phonoG_EP_ES,AmE_wordform,LEN_orth_AmE,phonetic_t_AmE,LEN_phon_AmE,ANC_abs,ANC_mln,ANC_log10(abs+1),ANC_abs_annotated,ANC_mln_annotated,ANC_log10(abs+1)_annotated,SpecPoS_annotated_ANC,SubtlexUS_abs,SubtlexUS_mln,SubtlexUS_log10(abs+1),SubtlexUS_zipf,BrE_wordform,LEN_orth_BrE,phonetic_t_BrE,LEN_phon_BrE,Celex_abs,Celex_mln,Celex_log10(abs+1),Celex_abs_annotated,Celex_mln_annotated,Celex_log10(abs+1)_annotated,SpecPoS_annotated_Celex,SubtlexUK_abs,SubtlexUK_mln,SubtlexUK_log10(abs+1),SubtlexUK_zipf,DE_wordform,LEN_orth_DE,phonetic_t_DE,LEN_phon_DE,dlexDB_abs,dlexDB_mln,dlexDB_log10(abs+1),dlexDB_abs_annotated,dlexDB_mln_annotated,dlexDB_log10(abs+1)_annotated,SpecPoS_annotated_dlexDB,SubtlexDE_abs,SubtlexDE_mln,SubtlexDE_log10(abs+1),EP_wordform,EP_OA (1990),LEN_orth_EP,phonetic_t_EP,LEN_phon_EP,P-Pal_abs,P-PAL_mln,P-Pal_log10(abs+1),P-Pal_abs_annotated,P-Pal_mln_annotated,P-Pal_log10(abs+1)_annotated,SpecPoS_annotated_P-Pal,SubtlexPT_abs,SubtlexPT_mln,SubtlexPT_log10(abs+1),SubtlexPT_zipf,ES_wordform,LEN_orth_ES,phonetic_t_ES,LEN_phon_ES,Espal_abs,Espal_mln,Espal_log10(abs+1),Espal_abs_annotated,Espal_mln_annotated,Espal_log10(abs+1)_annotated,SpecPoS_annotated_Espal,SubtlexES_abs,SubtlexES_mln,Subtlex_ES_log10(abs+1),
240,announce,announce,ansagen,anunciar,anunciar,V,1.000,0.250,0.375,0.375,0.250,0.375,0.375,0.250,0.250,1.000,1.000,0.461,0.580,0.525,0.461,0.580,0.525,0.487,0.541,0.835,1.000,0.352,0.474,0.448,0.352,0.474,0.448,0.363,0.388,0.915,announce,8,ənaʊns,6,241,10.764,2.384,239,10.674,2.380,,498,9.765,2.698,3.990,announce,8,ənaʊns,6,168,9.385,2.228,168,9.385,2.228,,2502,12.427,3.398,4.094,ansagen,7,anza:ɡən,7,71,0.580,1.857,36,0.294,1.568,,8,0.315,0.954,anunciar,,8,ɐnũˈsjaɾ,7,7382,36.064,3.868,7379,36.049,3.868,,899,11.523,2.954,4.062,anunciar,8,anunθjaɾ,8,3815,12.397,3.582,3790,12.316,3.579,,285,6.851,2.456,
241,announce,announce,anzeigen,anunciar,anunciar,V,1.000,0.250,0.375,0.375,0.250,0.375,0.375,0.250,0.250,1.000,1.000,0.490,0.580,0.525,0.490,0.580,0.525,0.515,0.566,0.835,1.000,0.365,0.474,0.448,0.365,0.474,0.448,0.376,0.399,0.915,announce,8,ənaʊns,6,241,10.764,2.384,239,10.674,2.380,,498,9.765,2.698,3.990,announce,8,ənaʊns,6,168,9.385,2.228,168,9.385,2.228,,2502,12.427,3.398,4.094,anzeigen,8,anʦaɪɡən,8,1316,10.758,3.120,433,3.540,2.637,,123,4.843,2.093,anunciar,,8,ɐnũˈsjaɾ,7,7382,36.064,3.868,7379,36.049,3.868,,899,11.523,2.954,4.062,anunciar,8,anunθjaɾ,8,3815,12.397,3.582,3790,12.316,3.579,,285,6.851,2.456,
242,announcement,announcement,Ankündigung,anúncio,anuncio,N,1.000,0.333,0.333,0.417,0.333,0.333,0.417,0.364,0.364,0.857,1.000,0.478,0.483,0.568,0.478,0.483,0.568,0.441,0.552,0.782,1.000,0.404,0.406,0.491,0.404,0.406,0.491,0.402,0.455,0.819,announcement,12,ənaʊnsmənt,10,494,22.063,2.695,490,21.885,2.691,,525,10.294,2.721,4.013,announcement,12,ənaʊnsmənt,10,224,12.514,2.352,224,12.514,2.352,,3715,18.452,3.570,4.266,Ankündigung,11,ankʏndɪɡʊŋ,10,909,7.431,2.959,909,7.431,2.959,,58,2.284,1.771,anúncio,,7,ɐnũsju,6,11630,56.817,4.066,11630,56.817,4.066,,1605,20.572,3.206,4.313,anuncio,7,anunθjo,7,7788,25.307,3.891,7473,24.283,3.874,,842,20.240,2.926,
243,announcer,announcer,Ansager,anunciador,anunciador,N,1.000,0.444,0.400,0.400,0.444,0.400,0.400,0.400,0.400,1.000,0.857,0.371,0.615,0.567,0.433,0.537,0.497,0.452,0.442,0.845,0.927,0.407,0.504,0.481,0.439,0.467,0.448,0.426,0.421,0.921,announcer,9,ənaʊnsəɹ̠,8,62,2.769,1.799,56,2.501,1.756,,574,11.255,2.760,4.052,announcer,9,ənaʊnsə,7,17,0.950,1.255,17,0.950,1.255,,108,0.536,2.037,2.733,Ansager,7,anza:ɡɐ,6,35,0.286,1.556,35,0.286,1.556,,80,3.150,1.908,anunciador,,10,ɐnũsjɐðoɾ,9,40,0.195,1.613,39,0.191,1.602,,33,0.423,1.531,2.626,anunciador,10,anunθjaðoɾ,10,165,0.536,2.220,36,0.117,1.568,,8,0.192,0.954,
244,anode,anode,Anode,ânodo,ánodo,N,1.000,1.000,0.600,0.600,1.000,0.600,0.600,0.600,0.600,0.800,0.950,0.700,0.609,0.658,0.672,0.609,0.629,0.721,0.833,0.875,0.975,0.844,0.605,0.629,0.829,0.605,0.615,0.659,0.712,0.837,anode,5,ænoʊd,5,1,0.045,0.301,1,0.045,0.301,,8,0.157,0.954,2.246,anode,5,ænəʊd,5,1,0.056,0.301,1,0.056,0.301,,24,0.119,1.398,2.094,Anode,5,ano:də,5,24,0.196,1.398,24,0.196,1.398,,NA,NA,NA,ânodo,,5,ɐnuðu,5,NA,NA,NA,NA,NA,NA,,1,0.013,0.301,1.107,ánodo,5,anoðo,5,246,0.799,2.393,238,0.773,2.378,,1,0.024,0.301,
245,anonymity,anonymity,Anonymität,anonimato,anonimato,N,1.000,0.800,0.667,0.667,0.800,0.667,0.667,0.600,0.600,1.000,0.951,0.729,0.788,0.809,0.768,0.830,0.857,0.701,0.755,0.931,0.975,0.764,0.726,0.736,0.784,0.747,0.759,0.650,0.676,0.965,anonymity,9,ænənɪmɪɾi,9,95,4.243,1.982,92,4.109,1.968,,46,0.902,1.672,2.964,anonymity,9,ænənɪmɪtɪ,9,56,3.128,1.756,56,3.128,1.756,,400,1.987,2.603,3.299,Anonymität,10,anony:mitɛ:t,10,190,1.553,2.281,190,1.553,2.281,,20,0.787,1.322,anonimato,,9,ɐnunimatu,9,2701,13.195,3.432,2701,13.195,3.432,,131,1.679,2.121,3.225,anonimato,9,anonimato,9,1184,3.847,3.074,1168,3.795,3.068,,81,1.947,1.914,
246,anonymous,anonymous,anonym,anónimo,anónimo,ADJ,1.000,0.667,0.556,0.556,0.667,0.556,0.556,0.571,0.571,1.000,0.972,0.585,0.735,0.707,0.612,0.762,0.734,0.768,0.829,0.911,0.986,0.625,0.643,0.630,0.639,0.656,0.643,0.667,0.695,0.955,anonymous,9,ənɑnəməs,8,271,12.104,2.435,214,9.558,2.332,,429,8.412,2.633,3.925,anonymous,9,ənɒnɪməs,8,228,12.737,2.360,228,12.737,2.360,,1157,5.747,3.064,3.759,anonym,6,anony:m,6,338,2.763,2.530,338,2.763,2.530,,70,2.756,1.851,anónimo,,7,ɐnɔnimu,7,1486,7.260,3.172,1381,6.747,3.141,,314,4.025,2.498,3.605,anónimo,7,anonimo,7,1877,6.099,3.274,776,2.522,2.890,,248,5.962,2.396,
247,answer,answer,beantworten,responder,responder,V,1.000,0.364,0.333,0.333,0.364,0.333,0.333,0.273,0.273,1.000,0.678,0.382,0.403,0.420,0.294,0.278,0.308,0.498,0.593,0.776,0.832,0.373,0.367,0.376,0.329,0.305,0.321,0.381,0.424,0.885,answer,6,ænsəɹ̠,5,3161,141.179,3.500,755,33.720,2.879,,8986,176.196,3.954,5.245,answer,6,ɑ:nsə,4,3161,176.592,3.500,1328,74.190,3.124,,72931,362.236,4.863,5.559,beantworten,11,bəantvɔʁtən,11,1832,14.977,3.263,1804,14.748,3.256,,533,20.985,2.728,responder,,9,ʁɨʃpõdeɾ,8,13990,68.346,4.146,13990,68.346,4.146,,4731,60.639,3.675,4.783,responder,9,res̺ponˈdeɾ,9,14450,46.955,4.160,14383,46.737,4.158,,1258,30.240,3.100,
248,answer,answer,Antwort,resposta,respuesta,N,1.000,0.571,0.125,0.222,0.571,0.125,0.222,0.250,0.111,0.778,0.678,0.617,0.400,0.395,0.467,0.335,0.286,0.372,0.458,0.690,0.832,0.594,0.255,0.305,0.518,0.226,0.254,0.310,0.273,0.734,answer,6,ænsəɹ̠,5,3161,141.179,3.500,2083,93.033,3.319,,8986,176.196,3.954,5.245,answer,6,ɑ:nsə,4,3161,176.592,3.500,1833,102.402,3.263,,72931,362.236,4.863,5.559,Antwort,7,antvɔɐt,7,12561,102.687,4.099,12561,102.687,4.099,,2351,92.562,3.371,resposta,,8,ʁɨʃpɔʃtɐ,8,37274,182.101,4.571,37274,182.101,4.571,,8409,107.780,3.925,5.033,respuesta,9,res̺pwes̺ta,9,43934,142.763,4.643,43338,140.826,4.637,,4644,111.635,3.667,
249,ant,ant,Ameise,formiga,hormiga,N,1.000,0.167,0.000,0.000,0.167,0.000,0.000,0.143,0.143,0.857,1.000,0.400,0.263,0.331,0.400,0.263,0.331,0.434,0.505,0.797,1.000,0.278,0.124,0.154,0.278,0.124,0.154,0.280,0.312,0.827,ant,3,ænt,3,84,3.752,1.929,49,2.188,1.699,,273,5.353,2.438,3.730,ant,3,ænt,3,69,3.855,1.845,69,3.855,1.845,,1779,8.836,3.250,3.946,Ameise,6,a:maɪzə,6,109,0.891,2.041,109,0.891,2.041,,47,1.850,1.681,formiga,,7,fuɾmiγɐ,7,348,1.700,2.543,327,1.598,2.516,,196,2.512,2.294,3.400,hormiga,7,oɾmiγa,6,3635,11.812,3.561,3481,11.311,3.542,,110,2.644,2.045,
250,antagonistic,antagonistic,antagonistisch,antagonista,antagonista,ADJ,1.000,0.857,0.833,0.833,0.857,0.833,0.833,0.714,0.714,1.000,1.000,0.918,0.682,0.794,0.918,0.682,0.794,0.692,0.829,0.821,1.000,0.887,0.756,0.813,0.887,0.756,0.813,0.703,0.771,0.908,antagonistic,12,æntæɡənɪstɪk,12,63,2.814,1.806,61,2.724,1.792,,22,0.431,1.362,2.654,antagonistic,12,æntæɡənɪstɪk,12,40,2.235,1.613,40,2.235,1.613,,55,0.273,1.748,2.444,antagonistisch,14,antaɡonɪstɪʃ,12,25,0.204,1.415,25,0.204,1.415,,NA,NA,NA,antagonista,,11,ɐ̃tɐγuniʃtɐ,10,156,0.762,2.196,21,0.103,1.342,,23,0.295,1.380,2.470,antagonista,11,antaγonis̺ta,11,641,2.083,2.808,330,1.072,2.520,,5,0.120,0.778,
251,antenna,antenna,Antenne,antena,antena,N,1.000,0.857,0.857,0.857,0.857,0.857,0.857,0.714,0.714,1.000,1.000,0.983,0.733,0.890,0.983,0.733,0.890,0.729,0.907,0.759,1.000,0.919,0.794,0.873,0.919,0.794,0.873,0.722,0.808,0.876,antenna,7,æntɛnə,6,38,1.697,1.591,38,1.697,1.591,,122,2.392,2.090,3.382,antenna,7,æntɛnə,6,56,3.128,1.756,56,3.128,1.756,,206,1.023,2.316,3.012,Antenne,7,antɛnə,6,125,1.022,2.100,125,1.022,2.100,,103,4.055,2.017,antena,,6,ɐ̃tenɐ,5,6063,29.620,3.783,6063,29.620,3.783,,516,6.614,2.713,3.820,antena,6,antena,6,5892,19.146,3.770,2684,8.722,3.429,,201,4.832,2.305,
252,anthem,anthem,Hymne,hino,himno,N,1.000,0.167,0.000,0.000,0.167,0.000,0.000,0.400,0.600,0.800,1.000,0.337,0.428,0.532,0.337,0.428,0.532,0.488,0.715,0.700,1.000,0.249,0.195,0.238,0.249,0.195,0.238,0.443,0.657,0.749,anthem,6,ænθəm,5,66,2.948,1.826,52,2.322,1.724,,96,1.882,1.987,3.279,anthem,6,ænθəm,5,44,2.458,1.653,44,2.458,1.653,,1005,4.992,3.003,3.698,Hymne,5,hy:mnə,5,374,3.057,2.574,374,3.057,2.574,,25,0.984,1.415,hino,,4,inu,3,2103,10.274,3.323,2103,10.274,3.323,,277,3.550,2.444,3.550,himno,5,imno,4,4760,15.468,3.678,3451,11.214,3.538,,209,5.024,2.322,
253,anthill,anthill,Ameisenhaufen,formigueiro,hormiguero,N,1.000,0.154,0.091,0.100,0.154,0.091,0.100,0.000,0.077,0.818,1.000,0.413,0.373,0.518,0.413,0.373,0.518,0.342,0.439,0.724,1.000,0.277,0.224,0.292,0.277,0.224,0.292,0.158,0.245,0.770,anthill,7,ænthɪɫ,6,3,0.134,0.602,3,0.134,0.602,,29,0.569,1.477,2.769,anthill,7,ænthɪɫ,6,5,0.279,0.778,5,0.279,0.778,,17,0.084,1.255,1.951,Ameisenhaufen,13,a:maɪzənhaʊfən,13,80,0.654,1.908,80,0.654,1.908,,15,0.591,1.204,formigueiro,,11,fuɾmiγɐjɾu,10,157,0.767,2.199,157,0.767,2.199,,144,1.846,2.161,3.266,hormiguero,10,oɾmiγeɾo,8,1197,3.890,3.078,1079,3.506,3.033,,31,0.745,1.505,
254,anthology,anthology,Anthologie,antologia,antología,N,1.000,0.800,0.667,0.667,0.800,0.667,0.667,0.800,0.700,0.889,0.982,0.746,0.567,0.696,0.728,0.550,0.680,0.576,0.822,0.750,0.991,0.773,0.616,0.681,0.764,0.607,0.674,0.684,0.760,0.818,anthology,9,ænθɑɫədʒi,8,60,2.680,1.785,39,1.742,1.602,,14,0.275,1.176,2.468,anthology,9,ænθɒlədʒɪ,8,38,2.123,1.591,38,2.123,1.591,,40,0.199,1.613,2.309,Anthologie,10,antoloɡi:,8,125,1.022,2.100,125,1.022,2.100,,2,0.079,0.477,antologia,,9,ɐ̃tuɫuʒiɐ,8,1328,6.488,3.124,1305,6.375,3.116,,10,0.128,1.041,2.108,antología,9,antoloxia,9,2713,8.816,3.434,1942,6.311,3.288,,10,0.240,1.041,
255,anthropologist,anthropologist,Anthropologe,antropólogo,antropólogo,N,1.000,0.786,0.643,0.643,0.786,0.643,0.643,0.750,0.750,1.000,1.000,0.576,0.594,0.648,0.576,0.594,0.648,0.674,0.833,0.816,1.000,0.678,0.618,0.646,0.678,0.618,0.646,0.712,0.791,0.906,anthropologist,14,ænθɹ̠əpɑɫədʒɪst,13,56,2.501,1.756,53,2.367,1.732,,53,1.039,1.732,3.024,anthropologist,14,ænθɹ̠əpɒlədʒɪst,13,43,2.402,1.643,43,2.402,1.643,,79,0.392,1.903,2.599,Anthropologe,12,antʁopolo:ɡə,11,38,0.311,1.591,38,0.311,1.591,,10,0.394,1.041,antropólogo,,11,ɐ̃tɾupɔɫuγu,10,531,2.594,2.726,531,2.594,2.726,,41,0.526,1.623,2.721,antropólogo,11,antɾopoloγo,11,753,2.447,2.877,745,2.421,2.873,,18,0.433,1.279,
256,anthropology,anthropology,Anthropologie,antropologia,antropología,N,1.000,0.846,0.750,0.750,0.846,0.750,0.750,0.846,0.769,0.917,0.987,0.737,0.640,0.728,0.724,0.627,0.717,0.637,0.816,0.796,0.994,0.791,0.694,0.739,0.784,0.687,0.733,0.739,0.792,0.856,anthropology,12,ænθɹ̠əpɑɫədʒi,11,77,3.439,1.892,60,2.680,1.785,,67,1.314,1.833,3.124,anthropology,12,ænθɹ̠əpɒlədʒɪ,11,51,2.849,1.716,51,2.849,1.716,,70,0.348,1.851,2.547,Anthropologie,13,antʁopoloɡi:,11,410,3.352,2.614,410,3.352,2.614,,14,0.551,1.176,antropologia,,12,ɐ̃tɾupuɫuʒiɐ,11,808,3.947,2.908,808,3.947,2.908,,116,1.487,2.068,3.172,antropología,12,antɾopoloxia,12,3373,10.961,3.528,1967,6.392,3.294,,57,1.370,1.763,
257,antibody,antibody,Antikörper,anticorpo,anticuerpo,N,1.000,0.400,0.556,0.400,0.400,0.556,0.400,0.600,0.500,0.800,0.945,0.697,0.507,0.650,0.728,0.480,0.631,0.585,0.782,0.775,0.972,0.541,0.531,0.520,0.555,0.518,0.511,0.592,0.635,0.788,antibody,8,æntɪbɑɾi,8,1420,63.421,3.153,1390,62.081,3.143,,13,0.255,1.146,2.438,antibody,8,æntɪbɒdɪ,8,5,0.279,0.778,5,0.279,0.778,,15,0.075,1.204,1.9,Antikörper,10,antikœɐpɐ,9,91,0.744,1.964,91,0.744,1.964,,44,1.732,1.653,anticorpo,,9,ɐ̃tikoɾpu,8,128,0.625,2.111,128,0.625,2.111,,19,0.244,1.301,2.387,anticuerpo,10,antikweɾpo,9,222,0.721,2.348,204,0.663,2.312,,10,0.240,1.041,
258,anticipation,anticipation,Zuvorkommen,antecipação,anticipación,N,1.000,0.083,0.667,0.833,0.083,0.667,0.833,0.000,0.083,0.583,0.980,0.542,0.706,0.773,0.531,0.726,0.791,0.543,0.485,0.677,0.990,0.292,0.686,0.803,0.288,0.696,0.812,0.242,0.268,0.629,anticipation,12,æntɪsəpeɪʃən,12,126,5.628,2.104,124,5.538,2.097,,127,2.490,2.107,3.399,anticipation,12,æntɪsɪpeɪʃən,12,119,6.648,2.079,119,6.648,2.079,,874,4.341,2.942,3.638,Zuvorkommen,11,ʦufo:ɐkɔmən,10,104,0.850,2.021,7,0.057,0.903,,NA,NA,NA,antecipação,,11,ɐ̃tɨsipɐsɐ̃w,10,2940,14.363,3.468,2940,14.363,3.468,,110,1.410,2.045,3.149,anticipación,12,antiθipaθjon,12,1111,3.610,3.046,1097,3.565,3.041,,124,2.981,2.097,
259,antidote,antidote,Gegengift,antídoto,antídoto,N,1.000,0.111,0.750,0.750,0.111,0.750,0.750,0.000,0.000,1.000,0.929,0.428,0.617,0.820,0.404,0.578,0.768,0.389,0.340,0.797,0.964,0.260,0.682,0.785,0.249,0.662,0.759,0.178,0.158,0.896,antidote,8,æntiɾoʊt,8,48,2.144,1.690,46,2.054,1.672,,221,4.333,2.346,3.638,antidote,8,æntidəʊt,8,34,1.899,1.544,34,1.899,1.544,,418,2.076,2.622,3.318,Gegengift,9,ɡe:ɡənɡɪft,9,68,0.556,1.839,68,0.556,1.839,,67,2.638,1.833,antídoto,,8,ɐ̃tiðutu,7,287,1.402,2.459,287,1.402,2.459,,603,7.729,2.781,3.888,antídoto,8,antiðoto,8,535,1.738,2.729,512,1.664,2.710,,272,6.538,2.436,
260,antidote,antidote,Gegenmittel,antídoto,antídoto,N,1.000,0.273,0.750,0.750,0.273,0.750,0.750,0.091,0.091,1.000,0.929,0.484,0.617,0.820,0.536,0.578,0.768,0.459,0.428,0.797,0.964,0.374,0.682,0.785,0.398,0.662,0.759,0.261,0.248,0.896,antidote,8,æntiɾoʊt,8,48,2.144,1.690,46,2.054,1.672,,221,4.333,2.346,3.638,antidote,8,æntidəʊt,8,34,1.899,1.544,34,1.899,1.544,,418,2.076,2.622,3.318,Gegenmittel,11,ɡe:ɡənmɪtəl,10,118,0.965,2.076,116,0.948,2.068,,162,6.378,2.212,antídoto,,8,ɐ̃tiðutu,7,287,1.402,2.459,287,1.402,2.459,,603,7.729,2.781,3.888,antídoto,8,antiðoto,8,535,1.738,2.729,512,1.664,2.710,,272,6.538,2.436,
261,antique,antique,Antiquität,antiguidade,antigüedad,N,1.000,0.600,0.545,0.500,0.600,0.545,0.500,0.545,0.400,0.727,0.960,0.490,0.364,0.522,0.470,0.342,0.500,0.535,0.738,0.731,0.980,0.544,0.452,0.511,0.534,0.440,0.500,0.540,0.560,0.729,antique,7,æntik,5,165,7.369,2.220,6,0.268,0.845,,309,6.059,2.491,3.783,antique,7,ænti:k,5,227,12.682,2.358,59,3.296,1.778,,3389,16.833,3.530,4.226,Antiquität,10,antikvitɛ:t,10,15,0.123,1.204,15,0.123,1.204,,26,1.024,1.431,antiguidade,,11,ɐ̃tiγwiðaðɨ,9,1224,5.980,3.088,1224,5.980,3.088,,223,2.858,2.350,3.456,antigüedad,10,antiγweðað,10,7519,24.433,3.876,6365,20.683,3.804,,224,5.385,2.352,
262,anxiety,anxiety,Besorgnis,ansiedade,ansiedad,N,1.000,0.000,0.444,0.500,0.000,0.444,0.500,0.111,0.111,0.889,0.937,0.404,0.583,0.554,0.435,0.557,0.532,0.359,0.384,0.697,0.968,0.185,0.512,0.527,0.198,0.499,0.516,0.229,0.240,0.790,anxiety,7,æŋzaɪəɾi,8,352,15.721,2.548,350,15.632,2.545,,345,6.765,2.539,3.831,anxiety,7,æŋzaɪətɪ,8,644,35.978,2.810,644,35.978,2.810,,1598,7.937,3.204,3.9,Besorgnis,9,bəzɔɐknɪs,9,1369,11.192,3.137,1369,11.192,3.137,,81,3.189,1.914,ansiedade,,9,ɐ̃sjɛðaðɨ,8,2220,10.846,3.347,2220,10.846,3.347,,638,8.177,2.806,3.913,ansiedad,8,ans̺jeðað,8,3419,11.110,3.534,3331,10.824,3.523,,372,8.942,2.572,
263,anxiety,anxiety,Sorge,ansiedade,ansiedad,N,1.000,0.143,0.444,0.500,0.143,0.444,0.500,0.222,0.125,0.889,0.937,0.347,0.583,0.554,0.379,0.557,0.532,0.360,0.292,0.697,0.968,0.241,0.512,0.527,0.255,0.499,0.516,0.289,0.206,0.790,anxiety,7,æŋzaɪəɾi,8,352,15.721,2.548,350,15.632,2.545,,345,6.765,2.539,3.831,anxiety,7,æŋzaɪətɪ,8,644,35.978,2.810,644,35.978,2.810,,1598,7.937,3.204,3.9,Sorge,5,zɔʁɡə,5,5591,45.707,3.748,5295,43.287,3.724,,3801,149.651,3.580,ansiedade,,9,ɐ̃sjɛðaðɨ,8,2220,10.846,3.347,2220,10.846,3.347,,638,8.177,2.806,3.913,ansiedad,8,ans̺jeðað,8,3419,11.110,3.534,3331,10.824,3.523,,372,8.942,2.572,
264,aperitif,aperitif,Aperitif,aperitivo,aperitivo,N,1.000,1.000,0.778,0.778,1.000,0.778,0.778,0.778,0.778,1.000,0.975,0.783,0.768,0.766,0.808,0.746,0.744,0.721,0.766,0.910,0.987,0.888,0.773,0.772,0.902,0.762,0.761,0.749,0.772,0.955,aperitif,8,əˌpɛɹ̠ɪˈtif,8,7,0.313,0.903,7,0.313,0.903,,19,0.373,1.301,2.593,aperitif,8,əˌpɛɹ̠ɪˈti:f,8,7,0.391,0.903,7,0.391,0.903,,61,0.303,1.792,2.488,Aperitif,8,apeʁiti:f,8,67,0.548,1.833,67,0.548,1.833,,20,0.787,1.322,aperitivo,,9,ɐpɨɾitivu,9,390,1.905,2.592,354,1.729,2.550,,227,2.910,2.358,3.464,aperitivo,9,apeɾitiβo,9,385,1.251,2.587,374,1.215,2.574,,115,2.764,2.064,
265,apex,apex,Spitze,ápice,ápice,N,1.000,0.167,0.200,0.200,0.167,0.200,0.200,0.500,0.500,1.000,1.000,0.397,0.472,0.456,0.397,0.472,0.456,0.672,0.667,0.923,1.000,0.277,0.329,0.322,0.277,0.329,0.322,0.584,0.581,0.961,apex,4,eɪpɛks,6,61,2.724,1.792,56,2.501,1.756,,43,0.843,1.643,2.935,apex,4,eɪpɛks,6,59,3.296,1.778,59,3.296,1.778,,184,0.914,2.267,2.963,Spitze,6,ʃpɪʦə,5,6175,50.481,3.791,5784,47.285,3.762,,523,20.591,2.719,ápice,,5,apisɨ,5,504,2.462,2.703,504,2.462,2.703,,140,1.794,2.149,3.254,ápice,5,apiθe,5,960,3.120,2.983,955,3.103,2.980,,17,0.409,1.255,
266,apocalypse,apocalypse,Apokalypse,apocalipse,apocalipsis,N,1.000,0.900,0.900,0.727,0.900,0.900,0.727,0.800,0.636,0.818,1.000,0.788,0.826,0.703,0.788,0.826,0.703,0.891,0.863,0.832,1.000,0.843,0.863,0.715,0.843,0.863,0.715,0.845,0.746,0.825,apocalypse,10,əpɑkəɫɪps,9,202,9.022,2.307,103,4.600,2.017,,126,2.471,2.104,3.396,apocalypse,10,əpɒkəɫɪps,9,22,1.229,1.362,22,1.229,1.362,,263,1.306,2.422,3.117,Apokalypse,10,apokalʏpsə,10,241,1.970,2.384,241,1.970,2.384,,70,2.756,1.851,apocalipse,,10,ɐpɔkɐɫipsɨ,10,375,1.832,2.575,375,1.832,2.575,,NA,NA,NA,NA,apocalipsis,11,apokalips̺is̺,11,1454,4.725,3.163,339,1.102,2.531,,242,5.817,2.386,
267,apogee,apogee,Höhepunkt,apogeu,apogeo,N,1.000,0.111,0.833,0.833,0.111,0.833,0.833,0.111,0.111,0.833,0.920,0.474,0.696,0.646,0.477,0.629,0.593,0.528,0.525,0.696,0.960,0.280,0.763,0.737,0.281,0.728,0.709,0.303,0.302,0.763,apogee,6,æpədʒi,5,7,0.313,0.903,7,0.313,0.903,,4,0.078,0.699,1.991,apogee,6,æpəʊdʒi:,6,6,0.335,0.845,6,0.335,0.845,,28,0.139,1.462,2.158,Höhepunkt,9,hø:əpʊŋkt,8,2068,16.906,3.316,2068,16.906,3.316,,204,8.032,2.312,apogeu,,6,ɐpɔʒew,6,624,3.049,2.796,624,3.049,2.796,,34,0.436,1.544,2.639,apogeo,6,apoxeo,6,1899,6.171,3.279,1793,5.826,3.254,,53,1.274,1.732,
268,apology,apology,Entschuldigung,desculpa,disculpa,N,1.000,0.143,0.000,0.000,0.143,0.000,0.000,0.286,0.286,0.875,0.980,0.430,0.312,0.305,0.440,0.328,0.316,0.379,0.371,0.935,0.990,0.278,0.145,0.142,0.283,0.152,0.147,0.332,0.328,0.905,apology,7,əˈpɑɫədʒi,7,273,12.193,2.438,262,11.702,2.420,,804,15.765,2.906,4.198,apology,7,əˈpɒlədʒɪ,7,132,7.374,2.124,132,7.374,2.124,,2417,12.005,3.383,4.079,Entschuldigung,14,ɛntʃʊldɪɡʊŋ,10,1118,9.140,3.049,1118,9.140,3.049,,4854,191.109,3.686,desculpa,,8,dɨʃkuɫpɐ,8,3350,16.366,3.525,2615,12.775,3.418,,40357,517.266,4.606,5.714,disculpa,8,dis̺kulpa,8,1290,4.192,3.111,1251,4.065,3.098,,5199,124.976,3.716,
269,apostle,apostle,Apostel,apóstolo,apóstol,N,1.000,0.714,0.625,0.571,0.714,0.625,0.571,0.625,0.714,0.875,1.000,0.777,0.642,0.717,0.777,0.642,0.717,0.789,0.939,0.785,1.000,0.745,0.634,0.642,0.745,0.634,0.642,0.705,0.823,0.829,apostle,7,əpɑsəɫ,6,49,2.188,1.699,14,0.625,1.176,,71,1.392,1.857,3.149,apostle,7,əpɒsəɫ,6,22,1.229,1.362,22,1.229,1.362,,134,0.666,2.130,2.826,Apostel,7,apɔstəl,7,763,6.238,2.883,763,6.238,2.883,,48,1.890,1.690,apóstolo,,8,ɐpɔʃtuɫu,8,356,1.739,2.553,356,1.739,2.553,,64,0.820,1.813,2.914,apóstol,7,apos̺tol,7,2849,9.258,3.455,1501,4.877,3.177,,29,0.697,1.477,
